<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VCB,20211214,77109.33117264466,77806.10223745772,76722.23613663741,76877.0741510403,862300
VCB,20211213,78967.38734547947,78967.38734547947,76799.65514383886,77109.33117264466,1098000
VCB,20211210,78193.19727346496,79586.73940309107,77341.58819424901,77419.00720145045,1934200
VCB,20211209,75406.11301421275,76954.49315824175,75328.69400701129,76799.65514383886,960000
VCB,20211208,75870.62705742144,76954.49315824175,75870.62705742144,76412.5601078316,507500
VCB,20211207,74399.66592059389,76954.49315824175,74399.66592059389,76025.46507182435,873000
VCB,20211206,75870.62705742144,77419.00720145045,73857.73287018374,73857.73287018374,1091600
VCB,20211203,76799.65514383886,78038.35925906205,75483.5320214142,75870.62705742144,795900
VCB,20211202,77651.26422305481,78038.35925906205,76489.97911503306,76722.23613663741,787700
VCB,20211201,76954.49315824175,78580.29230947222,76102.8840790258,76644.81712943595,634500
VCB,20211130,80515.76748950848,80515.76748950848,76567.3981222345,76567.3981222345,1336500
VCB,20211129,79973.83443909833,81212.53855432152,78193.19727346496,78270.6162806664,851000
VCB,20211126,82606.08068394764,83767.3657919694,80515.76748950848,81289.95756152298,962600
VCB,20211125,81289.95756152298,83612.52777756649,80980.28153271718,82915.75671275344,1557500
VCB,20211124,76799.65514383886,81754.47160473168,76799.65514383886,81135.11954712008,1883300
VCB,20211123,76644.81712943595,76722.23613663741,76025.46507182435,76722.23613663741,658200
VCB,20211122,75328.69400701129,76567.3981222345,75173.8559926084,76489.97911503306,1078900
VCB,20211119,75251.27499980984,75793.20805022,75173.8559926084,75173.8559926084,413000
VCB,20211118,76102.8840790258,76102.8840790258,75096.43698540694,75096.43698540694,818700
VCB,20211117,75251.27499980984,75948.0460646229,75251.27499980984,75870.62705742144,850300
VCB,20211116,75638.37003581709,76257.7220934287,75096.43698540694,75251.27499980984,706300
VCB,20211115,76102.8840790258,76644.81712943595,75251.27499980984,75638.37003581709,834700
VCB,20211112,76102.8840790258,76102.8840790258,75483.5320214142,76025.46507182435,676800
VCB,20211111,75715.78904301855,76877.0741510403,75096.43698540694,76102.8840790258,1115600
VCB,20211110,75173.8559926084,76025.46507182435,74941.59897100404,75560.95102861564,877100
VCB,20211109,75870.62705742144,76335.14110063015,75096.43698540694,75173.8559926084,1434400
VCB,20211108,75948.0460646229,76180.30308622724,75483.5320214142,76025.46507182435,1206200
VCB,20211105,75483.5320214142,76644.81712943595,75096.43698540694,75483.5320214142,1576000
VCB,20211104,76412.5601078316,76489.97911503306,75251.27499980984,76180.30308622724,989400
VCB,20211103,75638.37003581709,76489.97911503306,75328.69400701129,76412.5601078316,2358300
VCB,20211102,75406.11301421275,75870.62705742144,75328.69400701129,75793.20805022,808300
VCB,20211101,75948.0460646229,76025.46507182435,75096.43698540694,75096.43698540694,1077500
VCB,20211029,75328.69400701129,76180.30308622724,75019.01797820549,75870.62705742144,1304800
VCB,20211028,74786.76095660114,75793.20805022,74399.66592059389,75793.20805022,1858200
VCB,20211027,73238.38081257213,74709.34194939969,73006.12379096779,74399.66592059389,1465800
VCB,20211026,72851.28577656488,73238.38081257213,72464.19074055763,72773.86676936343,735000
VCB,20211025,74244.82790619099,74244.82790619099,72851.28577656488,72851.28577656488,800600
VCB,20211022,73548.05684137794,73548.05684137794,72773.86676936343,73006.12379096779,322000
VCB,20211021,73857.73287018374,74322.24691339243,72773.86676936343,72773.86676936343,1329100
VCB,20211020,74631.92294219825,74864.1799638026,72773.86676936343,73548.05684137794,1561000
VCB,20211019,74399.66592059389,74709.34194939969,73702.89485578083,74631.92294219825,918300
VCB,20211018,74554.50393499678,75096.43698540694,73548.05684137794,74322.24691339243,1350900
VCB,20211015,74941.59897100404,75328.69400701129,74709.34194939969,74709.34194939969,731500
VCB,20211014,75096.43698540694,75251.27499980984,74244.82790619099,74864.1799638026,1866700
VCB,20211013,75793.20805022,75870.62705742144,75096.43698540694,75096.43698540694,1555800
VCB,20211012,76102.8840790258,76102.8840790258,75096.43698540694,75096.43698540694,913500
VCB,20211011,75096.43698540694,76180.30308622724,74941.59897100404,75483.5320214142,1178000
VCB,20211008,74786.76095660114,75096.43698540694,74012.57088458663,75096.43698540694,785500
VCB,20211007,74012.57088458663,74941.59897100404,73548.05684137794,74941.59897100404,847200
VCB,20211006,74012.57088458663,74012.57088458663,73393.21882697503,74012.57088458663,773200
VCB,20211005,73625.47584857939,74399.66592059389,73625.47584857939,74012.57088458663,1061700
VCB,20211004,74322.24691339243,74709.34194939969,73083.54279816923,73238.38081257213,959300
VCB,20211001,75328.69400701129,76025.46507182435,74167.40889898954,74244.82790619099,3061848
VCB,20210930,76257.7220934287,76335.14110063015,75173.8559926084,75251.27499980984,1287900
VCB,20210929,77031.91216544321,77031.91216544321,75483.5320214142,76257.7220934287,565000
VCB,20210928,75715.78904301855,76877.0741510403,75483.5320214142,76799.65514383886,566500
VCB,20210927,77031.91216544321,77186.7501798461,75870.62705742144,75870.62705742144,518900
VCB,20210924,77031.91216544321,77264.16918704756,76877.0741510403,77031.91216544321,454700
VCB,20210923,77109.33117264466,77728.68323025625,76257.7220934287,77031.91216544321,758000
VCB,20210922,76180.30308622724,77031.91216544321,75870.62705742144,77031.91216544321,916200
VCB,20210921,77031.91216544321,77264.16918704756,75870.62705742144,75870.62705742144,862000
VCB,20210920,75328.69400701129,78193.19727346496,75328.69400701129,77109.33117264466,2359900
VCB,20210917,75483.5320214142,76180.30308622724,75251.27499980984,75251.27499980984,1023200
VCB,20210916,76567.3981222345,76567.3981222345,75483.5320214142,75948.0460646229,570400
VCB,20210915,76102.8840790258,76102.8840790258,75173.8559926084,75173.8559926084,880500
VCB,20210914,75948.0460646229,76257.7220934287,75096.43698540694,76102.8840790258,2751500
VCB,20210913,76489.97911503306,76644.81712943595,75948.0460646229,75948.0460646229,1043100
VCB,20210910,77264.16918704756,77264.16918704756,76335.14110063015,76799.65514383886,939800
VCB,20210909,77186.7501798461,77496.4262086519,76335.14110063015,76877.0741510403,838200
VCB,20210908,77419.00720145045,77496.4262086519,74941.59897100404,77186.7501798461,928000
VCB,20210907,77341.58819424901,78038.35925906205,77264.16918704756,77419.00720145045,1123800
VCB,20210906,76954.49315824175,77496.4262086519,76954.49315824175,77419.00720145045,978700
VCB,20210901,76954.49315824175,77341.58819424901,74322.24691339243,76954.49315824175,907500
VCB,20210831,77031.91216544321,77341.58819424901,76102.8840790258,76954.49315824175,1013900
VCB,20210830,76180.30308622724,76954.49315824175,75715.78904301855,76877.0741510403,1542495
VCB,20210827,74322.24691339243,76257.7220934287,74322.24691339243,75715.78904301855,1106600
VCB,20210826,75715.78904301855,76644.81712943595,74941.59897100404,74941.59897100404,1158900
VCB,20210825,75096.43698540694,76644.81712943595,74941.59897100404,75483.5320214142,1119200
VCB,20210824,76799.65514383886,76799.65514383886,74709.34194939969,75096.43698540694,1090100
VCB,20210823,76644.81712943595,77419.00720145045,74786.76095660114,75328.69400701129,2136200
VCB,20210820,78348.03528786787,78889.96833827802,76954.49315824175,77496.4262086519,1860500
VCB,20210819,77960.94025186061,79741.57741749397,77264.16918704756,79586.73940309107,2617600
VCB,20210818,78193.19727346496,79354.48238148671,77186.7501798461,78193.19727346496,1848000
VCB,20210817,79354.48238148671,79741.57741749397,78193.19727346496,78193.19727346496,1930700
VCB,20210816,77109.33117264466,77883.52124465916,76644.81712943595,77883.52124465916,2053400
VCB,20210813,77341.58819424901,77341.58819424901,76102.8840790258,77109.33117264466,1568900
VCB,20210812,77806.10223745772,78038.35925906205,77031.91216544321,77341.58819424901,1048600
VCB,20210811,76877.0741510403,78735.13032387511,76722.23613663741,77806.10223745772,1711800
VCB,20210810,76644.81712943595,76799.65514383886,76257.7220934287,76644.81712943595,1597400
VCB,20210809,75948.0460646229,76567.3981222345,75638.37003581709,76102.8840790258,1290900
VCB,20210806,77264.16918704756,77264.16918704756,75948.0460646229,75948.0460646229,1114400
VCB,20210805,75870.62705742144,77031.91216544321,75793.20805022,76954.49315824175,1127700
VCB,20210804,76799.65514383886,76877.0741510403,75948.0460646229,76257.7220934287,1222300
VCB,20210803,75173.8559926084,76489.97911503306,75096.43698540694,76489.97911503306,1265700
VCB,20210802,75096.43698540694,76412.5601078316,74631.92294219825,75096.43698540694,1395000
VCB,20210730,75328.69400701129,76489.97911503306,75251.27499980984,75870.62705742144,1564600
VCB,20210729,75406.11301421275,75793.20805022,75096.43698540694,75793.20805022,1191800
VCB,20210728,73625.47584857939,75096.43698540694,73625.47584857939,75096.43698540694,1490800
VCB,20210727,75483.5320214142,75560.95102861564,73548.05684137794,73548.05684137794,2686200
VCB,20210726,74709.34194939969,75483.5320214142,74089.9898917881,74322.24691339243,1294200
VCB,20210723,76877.0741510403,77264.16918704756,75096.43698540694,75096.43698540694,1744300
VCB,20210722,76567.3981222345,77960.94025186061,75870.62705742144,77651.26422305481,1500800
VCB,20210721,77031.91216544321,77806.10223745772,76102.8840790258,76644.81712943595,1463700
VCB,20210720,75715.78904301855,78193.19727346496,72386.77173335617,77573.84521585336,2652500
VCB,20210719,77419.00720145045,77573.84521585336,74244.82790619099,75096.43698540694,2689700
VCB,20210716,79354.48238148671,80051.25344629977,78193.19727346496,79354.48238148671,1617300
VCB,20210715,77573.84521585336,80902.86252551572,77573.84521585336,79354.48238148671,2339400
VCB,20210714,80051.25344629977,80128.67245350122,77419.00720145045,78812.54933107656,2316700
VCB,20210713,82760.91869835054,82760.91869835054,79044.80635268091,80051.25344629977,2356600
VCB,20210712,84773.81288558825,84773.81288558825,79818.99642469542,82915.75671275344,2500600
VCB,20210709,85160.9079215955,86012.51700081145,82683.49969114909,85006.0699071926,3021900
VCB,20210708,86089.93600801291,87483.47813763902,84386.717849581,85935.09799361,1384100
VCB,20210707,86709.28806562451,87793.15416644482,82064.14763353749,87793.15416644482,2808000
VCB,20210706,87096.38310163177,89031.85828166803,86709.28806562451,86709.28806562451,1754600
VCB,20210705,88180.24920245208,88180.24920245208,85857.67898640856,87947.99218084772,2416000
VCB,20210702,90115.72438248833,90270.56239689123,88257.66820965352,88954.43927446658,1767290
VCB,20210701,90347.98140409269,90425.40041129413,89031.85828166803,90115.72438248833,2056400
VCB,20210630,88257.66820965352,90735.07644009993,88257.66820965352,90115.72438248833,3337000
VCB,20210629,86709.28806562451,88257.66820965352,86322.19302961726,88257.66820965352,2353100
VCB,20210628,87173.80210883322,87483.47813763902,86012.51700081145,87173.80210883322,2360500
VCB,20210625,85702.84097200565,87328.64012323611,84309.29884237955,87173.80210883322,2321990
VCB,20210624,85160.9079215955,85780.25997920711,83457.6897631636,85702.84097200565,1143400
VCB,20210623,83612.52777756649,85935.09799361,82838.337705552,84928.65089999115,2308600
VCB,20210622,82915.75671275344,83999.62281357375,82451.24266954474,83302.85174876069,2171000
VCB,20210621,83612.52777756649,83767.3657919694,82064.14763353749,82528.66167674618,3007900
VCB,20210618,80902.86252551572,84386.717849581,80748.02451111283,83999.62281357375,3824900
VCB,20210617,80515.76748950848,81289.95756152298,78967.38734547947,80670.60550391137,2896100
VCB,20210616,79354.48238148671,82064.14763353749,79354.48238148671,80515.76748950848,2898400
VCB,20210615,79044.80635268091,79741.57741749397,78193.19727346496,79586.73940309107,1440700
VCB,20210614,79044.80635268091,80051.25344629977,78425.45429506931,78967.38734547947,1548700
VCB,20210611,78270.6162806664,80128.67245350122,77806.10223745772,79586.73940309107,2048000
VCB,20210610,78967.38734547947,79664.15841029253,77419.00720145045,78812.54933107656,2282500
VCB,20210609,77419.00720145045,78967.38734547947,76799.65514383886,78967.38734547947,2433900
VCB,20210608,79741.57741749397,80515.76748950848,77419.00720145045,77419.00720145045,2351600
VCB,20210607,80748.02451111283,81212.53855432152,78348.03528786787,79741.57741749397,3023900
VCB,20210604,82451.24266954474,82451.24266954474,80593.18649670992,81212.53855432152,2945800
VCB,20210603,82141.56664073894,83612.52777756649,82064.14763353749,82606.08068394764,2802000
VCB,20210602,80515.76748950848,83225.43274155924,80283.51046790413,82064.14763353749,5416100
VCB,20210601,76954.49315824175,80670.60550391137,76412.5601078316,80283.51046790413,4573500
VCB,20210531,78193.19727346496,78193.19727346496,76102.8840790258,76335.14110063015,2821000
VCB,20210528,76644.81712943595,78270.6162806664,75560.95102861564,77109.33117264466,2230000
VCB,20210527,77728.68323025625,77728.68323025625,75870.62705742144,76412.5601078316,1818400
VCB,20210526,77341.58819424901,78812.54933107656,77186.7501798461,77728.68323025625,2356000
VCB,20210525,75406.11301421275,77419.00720145045,75406.11301421275,77264.16918704756,4450000
VCB,20210524,75483.5320214142,76257.7220934287,74709.34194939969,75406.11301421275,1874700
VCB,20210521,74554.50393499678,75870.62705742144,74322.24691339243,74941.59897100404,1799200
VCB,20210520,72851.28577656488,76644.81712943595,72851.28577656488,76644.81712943595,1938100
VCB,20210519,73238.38081257213,73238.38081257213,72619.02875496053,72851.28577656488,1738100
VCB,20210518,73780.31386298228,74322.24691339243,73160.96180537068,73238.38081257213,2103400
VCB,20210517,75173.8559926084,75328.69400701129,74167.40889898954,74322.24691339243,1715100
VCB,20210514,75406.11301421275,76102.8840790258,74786.76095660114,75019.01797820549,1443600
VCB,20210513,75251.27499980984,75715.78904301855,74941.59897100404,74941.59897100404,1767000
VCB,20210512,75793.20805022,75793.20805022,75096.43698540694,75328.69400701129,1218300
VCB,20210511,76025.46507182435,76877.0741510403,75483.5320214142,75793.20805022,1271500
VCB,20210510,74864.1799638026,76025.46507182435,74244.82790619099,75948.0460646229,1743000
VCB,20210507,76567.3981222345,76644.81712943595,74864.1799638026,75096.43698540694,2284800
VCB,20210506,78348.03528786787,78735.13032387511,76644.81712943595,76877.0741510403,1161200
VCB,20210505,76722.23613663741,78967.38734547947,76722.23613663741,78348.03528786787,1895700
VCB,20210504,76644.81712943595,77109.33117264466,75870.62705742144,76722.23613663741,1651800
VCB,20210429,76644.81712943595,77419.00720145045,75870.62705742144,77419.00720145045,1615700
VCB,20210428,76644.81712943595,76877.0741510403,75638.37003581709,76644.81712943595,1553900
VCB,20210427,76335.14110063015,77109.33117264466,75638.37003581709,76644.81712943595,1191800
VCB,20210426,80515.76748950848,80515.76748950848,75793.20805022,76335.14110063015,3695400
VCB,20210423,79741.57741749397,80515.76748950848,77806.10223745772,80515.76748950848,2578800
VCB,20210422,79741.57741749397,81754.47160473168,79122.22535988237,79741.57741749397,3311700
VCB,20210420,76722.23613663741,81289.95756152298,76257.7220934287,79741.57741749397,6274200
VCB,20210419,75096.43698540694,76257.7220934287,74167.40889898954,76257.7220934287,1508500
VCB,20210416,75328.69400701129,76257.7220934287,74322.24691339243,74554.50393499678,1615900
VCB,20210415,77264.16918704756,77264.16918704756,74941.59897100404,75483.5320214142,2152800
VCB,20210414,75328.69400701129,76412.5601078316,75019.01797820549,76412.5601078316,1436800
VCB,20210413,77419.00720145045,77419.00720145045,75483.5320214142,75483.5320214142,1670900
VCB,20210412,76257.7220934287,76799.65514383886,75406.11301421275,76567.3981222345,2670100
VCB,20210409,77031.91216544321,77031.91216544321,75483.5320214142,75483.5320214142,2101700
VCB,20210408,78889.96833827802,78889.96833827802,77031.91216544321,77419.00720145045,1575400
VCB,20210407,78193.19727346496,78967.38734547947,77728.68323025625,78889.96833827802,1182700
VCB,20210406,78967.38734547947,79354.48238148671,77806.10223745772,78889.96833827802,2293200
VCB,20210405,77419.00720145045,79586.73940309107,76335.14110063015,78967.38734547947,3618400
VCB,20210402,75483.5320214142,76257.7220934287,75019.01797820549,75715.78904301855,2381600
VCB,20210401,73702.89485578083,75638.37003581709,73702.89485578083,75019.01797820549,3297600
VCB,20210331,73160.96180537068,73625.47584857939,72851.28577656488,73393.21882697503,970600
VCB,20210330,73780.31386298228,73780.31386298228,72851.28577656488,73393.21882697503,2625700
VCB,20210329,73702.89485578083,74167.40889898954,72386.77173335617,73780.31386298228,2895800
VCB,20210326,73548.05684137794,73935.15187738519,72541.60974775908,73470.63783417648,1222800
VCB,20210325,73315.79981977359,74322.24691339243,73160.96180537068,73625.47584857939,1237300
VCB,20210324,73548.05684137794,74244.82790619099,72851.28577656488,73315.79981977359,1509800
VCB,20210323,75019.01797820549,75019.01797820549,73857.73287018374,74167.40889898954,966800
VCB,20210322,74322.24691339243,75483.5320214142,73857.73287018374,75096.43698540694,1979000
VCB,20210319,75173.8559926084,75173.8559926084,72928.70478376633,72928.70478376633,1595700
VCB,20210318,74477.08492779534,75483.5320214142,73935.15187738519,75483.5320214142,1635100
VCB,20210317,73935.15187738519,74167.40889898954,73548.05684137794,74012.57088458663,1304400
VCB,20210316,74322.24691339243,74322.24691339243,73625.47584857939,74089.9898917881,655800
VCB,20210315,74322.24691339243,75096.43698540694,73935.15187738519,74554.50393499678,1464400
VCB,20210312,74554.50393499678,74709.34194939969,73160.96180537068,74167.40889898954,1324800
VCB,20210311,74167.40889898954,74941.59897100404,74167.40889898954,74554.50393499678,1078800
VCB,20210310,73548.05684137794,74167.40889898954,72773.86676936343,73935.15187738519,1089900
VCB,20210309,73548.05684137794,73548.05684137794,72077.09570455037,73548.05684137794,1449300
VCB,20210308,75096.43698540694,75096.43698540694,73548.05684137794,73702.89485578083,1521800
VCB,20210305,75173.8559926084,75251.27499980984,73548.05684137794,74631.92294219825,1737600
VCB,20210304,76335.14110063015,77031.91216544321,72077.09570455037,75328.69400701129,1183100
VCB,20210303,76102.8840790258,76954.49315824175,76025.46507182435,76180.30308622724,965460
VCB,20210302,77419.00720145045,78812.54933107656,75870.62705742144,76877.0741510403,1245700
VCB,20210301,76025.46507182435,76877.0741510403,76025.46507182435,76799.65514383886,976200
VCB,20210226,75328.69400701129,76644.81712943595,75096.43698540694,76025.46507182435,1091420
VCB,20210225,76644.81712943595,77031.91216544321,75560.95102861564,76025.46507182435,922100
VCB,20210224,77806.10223745772,78193.19727346496,74709.34194939969,75948.0460646229,1330300
VCB,20210223,77419.00720145045,78193.19727346496,76799.65514383886,77419.00720145045,1441400
VCB,20210222,77806.10223745772,78967.38734547947,77651.26422305481,77883.52124465916,1388700
VCB,20210219,76799.65514383886,78735.13032387511,76722.23613663741,78425.45429506931,1942200
VCB,20210218,76644.81712943595,78967.38734547947,75870.62705742144,78967.38734547947,1688900
VCB,20210217,75483.5320214142,77419.00720145045,75483.5320214142,77419.00720145045,1054100
VCB,20210209,75096.43698540694,75406.11301421275,72077.09570455037,75251.27499980984,2978900
VCB,20210208,76644.81712943595,77264.16918704756,72077.09570455037,72851.28577656488,2902200
VCB,20210205,76567.3981222345,77419.00720145045,75793.20805022,77419.00720145045,1035300
VCB,20210204,76567.3981222345,76644.81712943595,72696.44776216197,76567.3981222345,967300
VCB,20210203,75793.20805022,76644.81712943595,74786.76095660114,76567.3981222345,1454600
VCB,20210202,71225.48662533442,74864.1799638026,71225.48662533442,74709.34194939969,1152800
VCB,20210201,74322.24691339243,74322.24691339243,70451.29655331992,70528.71556052136,1331300
VCB,20210129,66193.25115724014,75019.01797820549,66193.25115724014,71999.67669734893,1359000
VCB,20210128,71225.48662533442,72231.93371895328,70141.62052451412,70141.62052451412,1811700
VCB,20210127,76722.23613663741,77419.00720145045,72696.44776216197,75406.11301421275,1659000
VCB,20210126,79354.48238148671,79354.48238148671,76644.81712943595,78115.77826626351,970500
