,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
86,VCB,20230206,92600.0,96300.0,91500.0,96000.0,1430100
87,VCB,20230203,90300.0,93000.0,89100.0,93000.0,933400
88,VCB,20230202,88600.0,92000.0,88600.0,90600.0,1030600
89,VCB,20230201,92000.0,92500.0,89100.0,89100.0,1136400
90,VCB,20230131,89900.0,91900.0,87800.0,91900.0,1533700
91,VCB,20230130,92100.0,92500.0,89800.0,89900.0,1045000
92,VCB,20230127,93000.0,94600.0,91500.0,93000.0,1585800
93,VCB,20230119,89500.0,96000.0,87500.0,93000.0,1776800
94,VCB,20230118,90000.0,91000.0,89400.0,90000.0,884000
95,VCB,20230117,88500.0,89400.0,87300.0,89400.0,644600
96,VCB,20230116,86000.0,88500.0,86000.0,87300.0,1034000
97,VCB,20230113,85200.0,86500.0,85200.0,85800.0,822000
98,VCB,20230112,85200.0,85200.0,83800.0,84800.0,1965000
99,VCB,20230111,87300.0,87300.0,85100.0,85100.0,1313000
100,VCB,20230110,86200.0,89900.0,86200.0,87300.0,2198500
101,VCB,20230109,85800.0,86900.0,84800.0,86900.0,1667100
102,VCB,20230106,84000.0,84800.0,83900.0,84000.0,1261500
103,VCB,20230105,82800.0,84000.0,82500.0,84000.0,1078600
104,VCB,20230104,82900.0,82900.0,81800.0,82800.0,973900
105,VCB,20230103,80200.0,82600.0,80200.0,82600.0,1089800
106,VCB,20221230,82900.0,83100.0,80000.0,80000.0,1510900
107,VCB,20221229,82300.0,82500.0,80500.0,80700.0,1373400
108,VCB,20221228,80400.0,82000.0,79500.0,80000.0,1173500
109,VCB,20221227,80200.0,80500.0,78900.0,79100.0,1194000
110,VCB,20221226,79200.0,80800.0,78900.0,78900.0,1203600
111,VCB,20221223,80200.0,81200.0,79100.0,79100.0,1385200
112,VCB,20221222,79500.0,81100.0,79300.0,79300.0,1100300
113,VCB,20221221,81400.0,81400.0,78700.0,78700.0,962000
114,VCB,20221220,79700.0,82000.0,79000.0,79000.0,1560400
115,VCB,20221219,80000.0,81000.0,79000.0,79200.0,757500
116,VCB,20221216,79500.0,82900.0,78900.0,79700.0,3410700
117,VCB,20221215,78800.0,80700.0,78600.0,79500.0,1250400
118,VCB,20221214,79700.0,79700.0,78500.0,78800.0,1246300
119,VCB,20221213,78100.0,79300.0,77900.0,78200.0,2232500
120,VCB,20221212,78800.0,80500.0,77400.0,77400.0,2405700
121,VCB,20221209,78400.0,79200.0,77100.0,77300.0,1750100
122,VCB,20221208,79000.0,81000.0,77000.0,77000.0,2479700
123,VCB,20221207,80000.0,82000.0,78000.0,78500.0,1589800
124,VCB,20221206,85000.0,85200.0,80000.0,80000.0,1378000
125,VCB,20221205,84100.0,87000.0,82500.0,85000.0,1664000
126,VCB,20221202,79900.0,85000.0,79300.0,85000.0,1377300
127,VCB,20221201,80900.0,81400.0,79200.0,80000.0,1178900
128,VCB,20221130,80300.0,81000.0,77000.0,81000.0,1458600
129,VCB,20221129,76000.0,79800.0,76000.0,79800.0,1707400
130,VCB,20221128,74500.0,77000.0,73800.0,76700.0,2356900
131,VCB,20221125,73100.0,73600.0,72800.0,73100.0,1875100
132,VCB,20221124,73500.0,74000.0,72500.0,73000.0,1135000
133,VCB,20221123,73000.0,73500.0,72400.0,73500.0,1773000
134,VCB,20221122,74500.0,76000.0,72500.0,73500.0,1936000
135,VCB,20221121,76500.0,76500.0,75000.0,75000.0,1224900
136,VCB,20221118,75900.0,76900.0,73600.0,76500.0,1564800
137,VCB,20221117,76100.0,76600.0,75500.0,76500.0,1845700
138,VCB,20221116,70300.0,78000.0,70300.0,75100.0,3319800
139,VCB,20221115,74400.0,76400.0,72100.0,75000.0,2001800
140,VCB,20221114,75500.0,76500.0,74100.0,75100.0,1836500
141,VCB,20221111,73000.0,75500.0,73000.0,75500.0,1931600
142,VCB,20221110,73900.0,73900.0,71600.0,72800.0,1517500
143,VCB,20221109,73500.0,74200.0,72600.0,74000.0,1214800
144,VCB,20221108,72000.0,75000.0,71600.0,72600.0,2258900
145,VCB,20221107,71800.0,73000.0,71100.0,71800.0,1760000
146,VCB,20221104,71500.0,72500.0,68900.0,71800.0,1578000
147,VCB,20221103,72000.0,73400.0,72000.0,73000.0,754600
148,VCB,20221102,74000.0,74500.0,72000.0,73600.0,1255100
149,VCB,20221101,74000.0,75000.0,73300.0,75000.0,826100
150,VCB,20221031,73500.0,73500.0,72500.0,73500.0,659400
151,VCB,20221028,72500.0,74500.0,71600.0,71600.0,1561000
152,VCB,20221027,70500.0,72900.0,69300.0,71700.0,1297800
153,VCB,20221026,70600.0,70600.0,68500.0,70000.0,651400
154,VCB,20221025,66000.0,70600.0,66000.0,69900.0,1694200
155,VCB,20221024,69500.0,69500.0,65800.0,68000.0,874100
156,VCB,20221021,69200.0,70700.0,68000.0,68000.0,1454700
157,VCB,20221020,67900.0,70000.0,67100.0,69200.0,1577282
158,VCB,20221019,67900.0,68000.0,67300.0,67900.0,696400
159,VCB,20221018,68000.0,68000.0,67300.0,67700.0,905000
160,VCB,20221017,67300.0,68000.0,65500.0,66300.0,1301400
161,VCB,20221014,68500.0,68500.0,67300.0,68100.0,1838300
162,VCB,20221013,64100.0,66500.0,62700.0,66500.0,1666800
163,VCB,20221012,63000.0,65300.0,62200.0,64000.0,1586400
164,VCB,20221011,65300.0,66000.0,62000.0,62000.0,1531700
165,VCB,20221010,66500.0,67700.0,64100.0,65100.0,1366000
166,VCB,20221007,69600.0,69600.0,65300.0,66700.0,2203700
167,VCB,20221006,72000.0,72000.0,69900.0,70100.0,865600
168,VCB,20221005,71400.0,72000.0,71100.0,71500.0,929000
169,VCB,20221004,70000.0,71900.0,69500.0,71300.0,1280900
170,VCB,20221003,73500.0,73800.0,70300.0,70600.0,919900
171,VCB,20220930,73200.0,74300.0,72400.0,73200.0,1776400
172,VCB,20220929,76000.0,76000.0,74000.0,74000.0,587800
173,VCB,20220928,74000.0,75000.0,73800.0,75000.0,587700
174,VCB,20220927,76000.0,76000.0,74200.0,74300.0,673400
175,VCB,20220926,75100.0,77000.0,74100.0,75000.0,1734900
176,VCB,20220923,77200.0,77700.0,75800.0,75900.0,1054100
177,VCB,20220922,77700.0,78600.0,77500.0,78000.0,1255000
178,VCB,20220921,79300.0,79600.0,77900.0,78900.0,1519200
179,VCB,20220920,78800.0,80000.0,78600.0,79200.0,521200
180,VCB,20220919,79000.0,80200.0,78000.0,78800.0,1030500
181,VCB,20220916,79300.0,80000.0,78500.0,80000.0,1519200
182,VCB,20220915,78500.0,79300.0,78100.0,79200.0,804200
183,VCB,20220914,77200.0,79500.0,77000.0,78300.0,1085800
184,VCB,20220913,79400.0,79400.0,78600.0,78600.0,2154900
185,VCB,20220912,79600.0,79700.0,78800.0,79100.0,1025800
186,VCB,20220909,78500.0,79300.0,78200.0,78800.0,2704640
187,VCB,20220908,80900.0,80900.0,78000.0,78000.0,1424300
188,VCB,20220907,82000.0,82500.0,79800.0,80000.0,2365300
189,VCB,20220906,82600.0,84000.0,82100.0,82700.0,1027300
190,VCB,20220905,84000.0,84300.0,82500.0,82600.0,1582800
191,VCB,20220831,86000.0,86500.0,84000.0,84000.0,1127900
192,VCB,20220830,82500.0,86000.0,82500.0,86000.0,2562800
193,VCB,20220829,81400.0,82500.0,80900.0,82500.0,1063500
194,VCB,20220826,82000.0,83700.0,82000.0,82500.0,1594500
195,VCB,20220825,82200.0,82200.0,81300.0,82000.0,630800
196,VCB,20220824,81200.0,82900.0,80300.0,82000.0,1135700
197,VCB,20220823,80000.0,81300.0,79900.0,80200.0,813000
198,VCB,20220822,80100.0,81500.0,80000.0,80000.0,617800
199,VCB,20220819,80600.0,82000.0,80600.0,80900.0,1200000
200,VCB,20220818,81300.0,82000.0,81200.0,81500.0,1713600
201,VCB,20220817,81200.0,81700.0,81200.0,81500.0,851000
202,VCB,20220816,82000.0,82000.0,81100.0,81500.0,1016700
203,VCB,20220815,82000.0,82300.0,81700.0,81800.0,1319500
204,VCB,20220812,81500.0,81900.0,80900.0,81600.0,1398800
205,VCB,20220811,81300.0,82000.0,80600.0,81500.0,1223500
206,VCB,20220810,80100.0,81000.0,80100.0,80500.0,547500
207,VCB,20220809,82000.0,82000.0,79900.0,80800.0,1304900
208,VCB,20220808,82000.0,82500.0,81900.0,82000.0,967000
209,VCB,20220805,82000.0,82400.0,81100.0,82000.0,1395800
210,VCB,20220804,79500.0,82500.0,79400.0,82500.0,2348100
211,VCB,20220803,78300.0,79500.0,78000.0,79500.0,1857700
212,VCB,20220802,77000.0,79200.0,76000.0,78900.0,1777800
213,VCB,20220801,74700.0,77000.0,74400.0,77000.0,1664300
214,VCB,20220729,75400.0,75500.0,74700.0,74700.0,2499000
215,VCB,20220728,75400.0,75600.0,74800.0,75300.0,1193800
216,VCB,20220727,74000.0,75000.0,73700.0,75000.0,1369900
217,VCB,20220726,73200.0,74400.0,73200.0,73900.0,1119800
218,VCB,20220725,72400.0,73200.0,72000.0,72900.0,991700
219,VCB,20220722,72100.0,72700.0,72000.0,72500.0,1119600
220,VCB,20220721,72500.0,72900.0,72100.0,72500.0,1164600
221,VCB,20220720,71600.0,72500.0,71600.0,72500.0,573900
222,VCB,20220719,72000.0,72100.0,71100.0,71300.0,922100
223,VCB,20220718,72500.0,72900.0,72000.0,72000.0,391400
224,VCB,20220715,72100.0,73500.0,72100.0,72300.0,626500
225,VCB,20220714,71800.0,72800.0,71600.0,72400.0,439400
226,VCB,20220713,71800.0,73400.0,71400.0,71800.0,1379900
227,VCB,20220712,72100.0,72600.0,71700.0,71900.0,840500
228,VCB,20220711,73300.0,73500.0,72000.0,72000.0,756800
229,VCB,20220708,74900.0,75000.0,73900.0,74000.0,761000
230,VCB,20220707,72700.0,75500.0,71700.0,75500.0,1287400
231,VCB,20220706,73700.0,73900.0,68900.0,72800.0,1644200
232,VCB,20220705,74900.0,74900.0,73600.0,74000.0,1064500
233,VCB,20220704,74900.0,75200.0,73900.0,74100.0,786200
234,VCB,20220701,74500.0,75000.0,72900.0,74000.0,1383000
235,VCB,20220630,75500.0,76000.0,74800.0,74800.0,794468
236,VCB,20220629,75800.0,75900.0,75300.0,75500.0,1387500
237,VCB,20220628,75000.0,77000.0,74800.0,76300.0,1095800
238,VCB,20220627,75500.0,76000.0,74800.0,74900.0,958500
239,VCB,20220624,76200.0,76300.0,74600.0,75000.0,688600
240,VCB,20220623,75100.0,76700.0,74900.0,75900.0,590200
241,VCB,20220622,77900.0,78000.0,75000.0,76000.0,2165200
242,VCB,20220621,76000.0,77700.0,75200.0,77700.0,977100
243,VCB,20220620,79500.0,79500.0,75300.0,76000.0,1089700
244,VCB,20220617,77000.0,78300.0,76100.0,76100.0,1071600
245,VCB,20220616,76700.0,80000.0,76500.0,79100.0,1324600
246,VCB,20220615,77400.0,78300.0,75300.0,76500.0,1243600
247,VCB,20220614,75500.0,78100.0,74000.0,77000.0,1087200
248,VCB,20220613,77000.0,77000.0,74100.0,76400.0,1220800
249,VCB,20220610,77800.0,79000.0,77400.0,77700.0,390900
250,VCB,20220609,79000.0,79900.0,77700.0,77800.0,1067500
251,VCB,20220608,81000.0,81000.0,78800.0,79200.0,1219700
252,VCB,20220607,79000.0,82000.0,78100.0,81000.0,1014000
253,VCB,20220606,77500.0,80000.0,75100.0,79700.0,880500
254,VCB,20220603,78400.0,79500.0,76400.0,77500.0,582800
255,VCB,20220602,80800.0,80800.0,79000.0,79000.0,742483
256,VCB,20220601,79000.0,80500.0,79000.0,80500.0,798800
257,VCB,20220531,78900.0,78900.0,78000.0,78900.0,1188700
258,VCB,20220530,77400.0,81000.0,76400.0,78000.0,1408400
259,VCB,20220527,76700.0,77400.0,76300.0,77400.0,892000
260,VCB,20220526,77000.0,77100.0,76000.0,76700.0,1033900
261,VCB,20220525,76000.0,77000.0,74800.0,77000.0,898000
262,VCB,20220524,74900.0,75700.0,74300.0,75600.0,898700
263,VCB,20220523,75600.0,75600.0,73600.0,74400.0,686600
264,VCB,20220520,75100.0,76500.0,75000.0,75300.0,742800
265,VCB,20220519,75000.0,76700.0,74800.0,76000.0,575800
266,VCB,20220518,77000.0,77000.0,75000.0,75400.0,936000
267,VCB,20220517,74200.0,77000.0,73100.0,76000.0,2346300
268,VCB,20220516,75500.0,76400.0,74000.0,74200.0,1558800
269,VCB,20220513,77000.0,78000.0,73000.0,73000.0,1983664
270,VCB,20220512,79000.0,79900.0,77000.0,77000.0,1016300
271,VCB,20220511,80000.0,80300.0,79000.0,80000.0,1026300
272,VCB,20220510,77100.0,80000.0,77100.0,80000.0,926000
273,VCB,20220509,78800.0,80400.0,77800.0,77900.0,1718200
274,VCB,20220506,79700.0,81200.0,79400.0,79400.0,1330900
275,VCB,20220505,80500.0,81500.0,79600.0,81000.0,1019300
276,VCB,20220504,80900.0,81000.0,79000.0,79900.0,936600
277,VCB,20220429,81400.0,82300.0,80000.0,80900.0,28854200
278,VCB,20220428,81500.0,81600.0,79500.0,81500.0,564100
279,VCB,20220427,79900.0,82000.0,78200.0,81500.0,2334900
280,VCB,20220426,79000.0,80500.0,79000.0,80500.0,2507000
281,VCB,20220425,82200.0,83000.0,77000.0,81800.0,2879400
282,VCB,20220422,79100.0,82600.0,79100.0,82200.0,4820600
283,VCB,20220421,78400.0,79200.0,78200.0,78400.0,2178200
284,VCB,20220420,78000.0,78900.0,77700.0,78400.0,904600
285,VCB,20220419,77800.0,78500.0,77600.0,77700.0,1047400
286,VCB,20220418,80000.0,80200.0,77600.0,77700.0,1292300
287,VCB,20220415,81200.0,81500.0,80200.0,80200.0,934800
288,VCB,20220414,82400.0,82900.0,81000.0,81000.0,1175400
289,VCB,20220413,83000.0,83100.0,82000.0,82400.0,905700
290,VCB,20220412,83000.0,83200.0,81600.0,82400.0,881300
291,VCB,20220408,83900.0,83900.0,82900.0,83000.0,812200
292,VCB,20220407,84900.0,85200.0,83000.0,83000.0,983000
293,VCB,20220406,82900.0,85000.0,81700.0,84600.0,2009600
294,VCB,20220405,82800.0,83200.0,82600.0,83000.0,526100
295,VCB,20220404,83200.0,84100.0,82600.0,82600.0,792000
296,VCB,20220401,82100.0,83600.0,81100.0,82800.0,984300
297,VCB,20220331,82000.0,82600.0,82000.0,82100.0,492400
298,VCB,20220330,81800.0,83500.0,81500.0,82000.0,968900
299,VCB,20220329,82400.0,83000.0,81600.0,81900.0,1048600
300,VCB,20220328,83000.0,83000.0,82000.0,82400.0,779400
301,VCB,20220325,84000.0,84000.0,82000.0,82500.0,1192800
302,VCB,20220324,84900.0,84900.0,83500.0,83500.0,600200
303,VCB,20220323,84900.0,85600.0,84900.0,84900.0,1020600
304,VCB,20220322,84900.0,85500.0,84900.0,84900.0,1009600
305,VCB,20220321,84200.0,85500.0,84000.0,84900.0,963900
306,VCB,20220318,83100.0,85200.0,82900.0,84200.0,1436600
307,VCB,20220317,83000.0,83500.0,82700.0,83000.0,1301400
308,VCB,20220316,81300.0,83200.0,81300.0,82500.0,1030600
309,VCB,20220315,84000.0,84100.0,81000.0,81100.0,2415900
310,VCB,20220314,83300.0,84200.0,83200.0,84200.0,1517200
311,VCB,20220311,83700.0,83900.0,83000.0,83800.0,906100
312,VCB,20220310,83000.0,83700.0,82900.0,83500.0,1184100
313,VCB,20220309,81800.0,83100.0,81700.0,83000.0,1404300
314,VCB,20220308,83800.0,84500.0,81500.0,81500.0,2966300
315,VCB,20220307,84300.0,84900.0,83900.0,84900.0,1782800
316,VCB,20220304,85200.0,85500.0,84800.0,84900.0,1137100
317,VCB,20220303,85000.0,85500.0,84700.0,85500.0,1052200
318,VCB,20220302,85600.0,85600.0,84200.0,85000.0,1715600
319,VCB,20220301,84500.0,85400.0,84100.0,85000.0,1374400
320,VCB,20220228,85100.0,85100.0,84400.0,84500.0,1322100
321,VCB,20220225,85300.0,85900.0,85000.0,85100.0,1676500
322,VCB,20220224,86700.0,86800.0,85000.0,85300.0,2157700
323,VCB,20220223,87000.0,87000.0,85800.0,86900.0,986300
324,VCB,20220222,87000.0,87000.0,85000.0,86800.0,1600200
325,VCB,20220221,86600.0,87600.0,86600.0,87400.0,1096900
326,VCB,20220218,86400.0,87500.0,86400.0,87200.0,1066200
327,VCB,20220217,87000.0,87700.0,86800.0,87500.0,1491200
328,VCB,20220216,87500.0,87900.0,86400.0,87000.0,1365000
329,VCB,20220215,86000.0,88300.0,83800.0,87000.0,2453500
330,VCB,20220214,88100.0,88800.0,86000.0,86000.0,3709138
331,VCB,20220211,91300.0,91600.0,90000.0,90000.0,17258100
332,VCB,20220210,91100.0,93400.0,91000.0,91300.0,1827200
333,VCB,20220209,91200.0,91900.0,90300.0,90800.0,1612900
334,VCB,20220208,92400.0,92400.0,90100.0,92000.0,1225400
335,VCB,20220207,90600.0,92900.0,89500.0,92400.0,1725600
336,VCB,20220128,91000.0,92000.0,89000.0,89000.0,2140700
337,VCB,20220127,93000.0,94500.0,90400.0,91000.0,1732900
338,VCB,20220126,95800.0,95800.0,92600.0,94500.0,2523500
339,VCB,20220125,92500.0,96000.0,89000.0,95800.0,2396600
340,VCB,20220124,89400.0,93500.0,88200.0,93000.0,2728300
341,VCB,20220121,86900.0,90000.0,86100.0,89200.0,2611300
342,VCB,20220120,85200.0,87500.0,83100.0,87100.0,2794300
343,VCB,20220119,87500.0,87500.0,85000.0,86800.0,1414800
344,VCB,20220118,85500.0,87600.0,84000.0,87600.0,1735600
345,VCB,20220117,83000.0,88000.0,82300.0,86200.0,2668530
346,VCB,20220114,81900.0,83400.0,81000.0,83400.0,1552100
347,VCB,20220113,80500.0,84400.0,80200.0,81900.0,2571800
348,VCB,20220112,79400.0,80000.0,78000.0,80000.0,2301500
349,VCB,20220111,80000.0,80000.0,78500.0,79400.0,1081700
350,VCB,20220110,79700.0,79900.0,78500.0,79500.0,1156000
351,VCB,20220107,79600.0,79900.0,78200.0,79800.0,966200
352,VCB,20220106,78600.0,79900.0,77900.0,79100.0,1215600
353,VCB,20220105,79000.0,80400.0,78000.0,78000.0,1692100
354,VCB,20220104,79000.0,79400.0,78000.0,79000.0,1133800
355,VCB,20211231,79000.0,79200.0,78400.0,78800.0,422000
356,VCB,20211230,79800.0,79900.0,77700.0,78400.0,1009300
357,VCB,20211229,79500.0,79800.0,79100.0,79500.0,440000
358,VCB,20211228,80000.0,81000.0,78000.0,80000.0,2368800
359,VCB,20211227,78900.0,80300.0,77900.0,79800.0,934100
360,VCB,20211224,76800.0,78500.0,76800.0,78500.0,849400
361,VCB,20211223,77500.0,78900.0,76500.0,76500.0,1489000
362,VCB,20211222,77000.0,77800.0,76600.0,76900.0,1915300
363,VCB,20211221,76644.81712943595,77264.16918704756,76257.7220934287,76567.3981222345,774100
364,VCB,20211220,76257.7220934287,77031.91216544321,75948.0460646229,77031.91216544321,841900
365,VCB,20211217,77419.00720145045,77419.00720145045,74709.34194939969,74709.34194939969,3475700
366,VCB,20211216,78038.35925906205,78038.35925906205,75948.0460646229,76722.23613663741,1047100
367,VCB,20211215,77031.91216544321,77960.94025186061,76644.81712943595,77341.58819424901,837300
368,VCB,20211214,77109.33117264466,77806.10223745772,76722.23613663741,76877.0741510403,862300
369,VCB,20211213,78967.38734547947,78967.38734547947,76799.65514383886,77109.33117264466,1098000
370,VCB,20211210,78193.19727346496,79586.73940309107,77341.58819424901,77419.00720145045,1934200
371,VCB,20211209,75406.11301421275,76954.49315824175,75328.69400701129,76799.65514383886,960000
372,VCB,20211208,75870.62705742144,76954.49315824175,75870.62705742144,76412.5601078316,507500
373,VCB,20211207,74399.66592059389,76954.49315824175,74399.66592059389,76025.46507182435,873000
374,VCB,20211206,75870.62705742144,77419.00720145045,73857.73287018374,73857.73287018374,1091600
375,VCB,20211203,76799.65514383886,78038.35925906205,75483.5320214142,75870.62705742144,795900
376,VCB,20211202,77651.26422305481,78038.35925906205,76489.97911503306,76722.23613663741,787700
377,VCB,20211201,76954.49315824175,78580.29230947222,76102.8840790258,76644.81712943595,634500
378,VCB,20211130,80515.76748950848,80515.76748950848,76567.3981222345,76567.3981222345,1336500
379,VCB,20211129,79973.83443909833,81212.53855432152,78193.19727346496,78270.6162806664,851000
380,VCB,20211126,82606.08068394764,83767.3657919694,80515.76748950848,81289.95756152298,962600
381,VCB,20211125,81289.95756152298,83612.52777756649,80980.28153271718,82915.75671275344,1557500
382,VCB,20211124,76799.65514383886,81754.47160473168,76799.65514383886,81135.11954712008,1883300
383,VCB,20211123,76644.81712943595,76722.23613663741,76025.46507182435,76722.23613663741,658200
384,VCB,20211122,75328.69400701129,76567.3981222345,75173.8559926084,76489.97911503306,1078900
385,VCB,20211119,75251.27499980984,75793.20805022,75173.8559926084,75173.8559926084,413000
386,VCB,20211118,76102.8840790258,76102.8840790258,75096.43698540694,75096.43698540694,818700
387,VCB,20211117,75251.27499980984,75948.0460646229,75251.27499980984,75870.62705742144,850300
388,VCB,20211116,75638.37003581709,76257.7220934287,75096.43698540694,75251.27499980984,706300
389,VCB,20211115,76102.8840790258,76644.81712943595,75251.27499980984,75638.37003581709,834700
390,VCB,20211112,76102.8840790258,76102.8840790258,75483.5320214142,76025.46507182435,676800
391,VCB,20211111,75715.78904301855,76877.0741510403,75096.43698540694,76102.8840790258,1115600
392,VCB,20211110,75173.8559926084,76025.46507182435,74941.59897100404,75560.95102861564,877100
393,VCB,20211109,75870.62705742144,76335.14110063015,75096.43698540694,75173.8559926084,1434400
394,VCB,20211108,75948.0460646229,76180.30308622724,75483.5320214142,76025.46507182435,1206200
395,VCB,20211105,75483.5320214142,76644.81712943595,75096.43698540694,75483.5320214142,1576000
396,VCB,20211104,76412.5601078316,76489.97911503306,75251.27499980984,76180.30308622724,989400
397,VCB,20211103,75638.37003581709,76489.97911503306,75328.69400701129,76412.5601078316,2358300
398,VCB,20211102,75406.11301421275,75870.62705742144,75328.69400701129,75793.20805022,808300
399,VCB,20211101,75948.0460646229,76025.46507182435,75096.43698540694,75096.43698540694,1077500
400,VCB,20211029,75328.69400701129,76180.30308622724,75019.01797820549,75870.62705742144,1304800
401,VCB,20211028,74786.76095660114,75793.20805022,74399.66592059389,75793.20805022,1858200
402,VCB,20211027,73238.38081257213,74709.34194939969,73006.12379096779,74399.66592059389,1465800
403,VCB,20211026,72851.28577656488,73238.38081257213,72464.19074055763,72773.86676936343,735000
404,VCB,20211025,74244.82790619099,74244.82790619099,72851.28577656488,72851.28577656488,800600
405,VCB,20211022,73548.05684137794,73548.05684137794,72773.86676936343,73006.12379096779,322000
406,VCB,20211021,73857.73287018374,74322.24691339243,72773.86676936343,72773.86676936343,1329100
407,VCB,20211020,74631.92294219825,74864.1799638026,72773.86676936343,73548.05684137794,1561000
408,VCB,20211019,74399.66592059389,74709.34194939969,73702.89485578083,74631.92294219825,918300
409,VCB,20211018,74554.50393499678,75096.43698540694,73548.05684137794,74322.24691339243,1350900
410,VCB,20211015,74941.59897100404,75328.69400701129,74709.34194939969,74709.34194939969,731500
411,VCB,20211014,75096.43698540694,75251.27499980984,74244.82790619099,74864.1799638026,1866700
412,VCB,20211013,75793.20805022,75870.62705742144,75096.43698540694,75096.43698540694,1555800
413,VCB,20211012,76102.8840790258,76102.8840790258,75096.43698540694,75096.43698540694,913500
414,VCB,20211011,75096.43698540694,76180.30308622724,74941.59897100404,75483.5320214142,1178000
415,VCB,20211008,74786.76095660114,75096.43698540694,74012.57088458663,75096.43698540694,785500
416,VCB,20211007,74012.57088458663,74941.59897100404,73548.05684137794,74941.59897100404,847200
417,VCB,20211006,74012.57088458663,74012.57088458663,73393.21882697503,74012.57088458663,773200
418,VCB,20211005,73625.47584857939,74399.66592059389,73625.47584857939,74012.57088458663,1061700
419,VCB,20211004,74322.24691339243,74709.34194939969,73083.54279816923,73238.38081257213,959300
420,VCB,20211001,75328.69400701129,76025.46507182435,74167.40889898954,74244.82790619099,3061848
421,VCB,20210930,76257.7220934287,76335.14110063015,75173.8559926084,75251.27499980984,1287900
422,VCB,20210929,77031.91216544321,77031.91216544321,75483.5320214142,76257.7220934287,565000
423,VCB,20210928,75715.78904301855,76877.0741510403,75483.5320214142,76799.65514383886,566500
424,VCB,20210927,77031.91216544321,77186.7501798461,75870.62705742144,75870.62705742144,518900
425,VCB,20210924,77031.91216544321,77264.16918704756,76877.0741510403,77031.91216544321,454700
426,VCB,20210923,77109.33117264466,77728.68323025625,76257.7220934287,77031.91216544321,758000
427,VCB,20210922,76180.30308622724,77031.91216544321,75870.62705742144,77031.91216544321,916200
428,VCB,20210921,77031.91216544321,77264.16918704756,75870.62705742144,75870.62705742144,862000
429,VCB,20210920,75328.69400701129,78193.19727346496,75328.69400701129,77109.33117264466,2359900
430,VCB,20210917,75483.5320214142,76180.30308622724,75251.27499980984,75251.27499980984,1023200
431,VCB,20210916,76567.3981222345,76567.3981222345,75483.5320214142,75948.0460646229,570400
432,VCB,20210915,76102.8840790258,76102.8840790258,75173.8559926084,75173.8559926084,880500
433,VCB,20210914,75948.0460646229,76257.7220934287,75096.43698540694,76102.8840790258,2751500
434,VCB,20210913,76489.97911503306,76644.81712943595,75948.0460646229,75948.0460646229,1043100
435,VCB,20210910,77264.16918704756,77264.16918704756,76335.14110063015,76799.65514383886,939800
436,VCB,20210909,77186.7501798461,77496.4262086519,76335.14110063015,76877.0741510403,838200
437,VCB,20210908,77419.00720145045,77496.4262086519,74941.59897100404,77186.7501798461,928000
438,VCB,20210907,77341.58819424901,78038.35925906205,77264.16918704756,77419.00720145045,1123800
439,VCB,20210906,76954.49315824175,77496.4262086519,76954.49315824175,77419.00720145045,978700
440,VCB,20210901,76954.49315824175,77341.58819424901,74322.24691339243,76954.49315824175,907500
441,VCB,20210831,77031.91216544321,77341.58819424901,76102.8840790258,76954.49315824175,1013900
442,VCB,20210830,76180.30308622724,76954.49315824175,75715.78904301855,76877.0741510403,1542495
443,VCB,20210827,74322.24691339243,76257.7220934287,74322.24691339243,75715.78904301855,1106600
444,VCB,20210826,75715.78904301855,76644.81712943595,74941.59897100404,74941.59897100404,1158900
445,VCB,20210825,75096.43698540694,76644.81712943595,74941.59897100404,75483.5320214142,1119200
446,VCB,20210824,76799.65514383886,76799.65514383886,74709.34194939969,75096.43698540694,1090100
447,VCB,20210823,76644.81712943595,77419.00720145045,74786.76095660114,75328.69400701129,2136200
448,VCB,20210820,78348.03528786787,78889.96833827802,76954.49315824175,77496.4262086519,1860500
449,VCB,20210819,77960.94025186061,79741.57741749397,77264.16918704756,79586.73940309107,2617600
450,VCB,20210818,78193.19727346496,79354.48238148671,77186.7501798461,78193.19727346496,1848000
451,VCB,20210817,79354.48238148671,79741.57741749397,78193.19727346496,78193.19727346496,1930700
452,VCB,20210816,77109.33117264466,77883.52124465916,76644.81712943595,77883.52124465916,2053400
453,VCB,20210813,77341.58819424901,77341.58819424901,76102.8840790258,77109.33117264466,1568900
454,VCB,20210812,77806.10223745772,78038.35925906205,77031.91216544321,77341.58819424901,1048600
455,VCB,20210811,76877.0741510403,78735.13032387511,76722.23613663741,77806.10223745772,1711800
456,VCB,20210810,76644.81712943595,76799.65514383886,76257.7220934287,76644.81712943595,1597400
457,VCB,20210809,75948.0460646229,76567.3981222345,75638.37003581709,76102.8840790258,1290900
458,VCB,20210806,77264.16918704756,77264.16918704756,75948.0460646229,75948.0460646229,1114400
459,VCB,20210805,75870.62705742144,77031.91216544321,75793.20805022,76954.49315824175,1127700
460,VCB,20210804,76799.65514383886,76877.0741510403,75948.0460646229,76257.7220934287,1222300
461,VCB,20210803,75173.8559926084,76489.97911503306,75096.43698540694,76489.97911503306,1265700
462,VCB,20210802,75096.43698540694,76412.5601078316,74631.92294219825,75096.43698540694,1395000
463,VCB,20210730,75328.69400701129,76489.97911503306,75251.27499980984,75870.62705742144,1564600
