,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
974,VCB,20190718,57770.47697978192,58759.95814017344,57542.13517353772,58151.04665685558,1151680
975,VCB,20190717,58227.16059227031,58683.84420475871,57694.36304436719,57998.81878602612,802350
976,VCB,20190716,57466.02123812299,59368.8696234913,57389.907302708256,58759.95814017344,2017200
977,VCB,20190715,56095.9704006578,57085.451561049325,56095.9704006578,57085.451561049325,1217930
978,VCB,20190712,56324.312206902,56704.881883975664,56019.85646524307,56095.9704006578,978210
979,VCB,20190711,55258.71711109575,56780.9958193904,55258.71711109575,56324.312206902,1486980
980,VCB,20190710,55182.60317568101,55334.83104651048,54725.91956319262,55182.60317568101,736160
981,VCB,20190709,54421.46382153369,54725.91956319262,53736.4384028011,54725.91956319262,740550
982,VCB,20190708,54802.03349860735,55030.37530485155,54040.89414446003,54269.23595070423,987310
983,VCB,20190705,55182.60317568101,55258.71711109575,54802.03349860735,55258.71711109575,463620
984,VCB,20190704,53279.75479031271,55182.60317568101,53051.412984068505,55182.60317568101,1125010
985,VCB,20190703,53660.32446738637,54040.89414446003,52975.299048653775,52975.299048653775,816720
986,VCB,20190702,54421.46382153369,54421.46382153369,53508.096596556905,53660.32446738637,453020
987,VCB,20190701,54040.89414446003,54725.91956319262,53964.7802090453,54269.23595070423,565640
988,VCB,20190628,52975.299048653775,54802.03349860735,52061.93182367698,53660.32446738637,897140
989,VCB,20190627,54040.89414446003,54040.89414446003,52823.07117782431,52899.18511323904,1344190
990,VCB,20190626,55106.48924026628,55182.60317568101,53660.32446738637,53660.32446738637,1254850
991,VCB,20190625,55410.94498192521,55410.94498192521,54802.03349860735,55106.48924026628,811320
992,VCB,20190624,54421.46382153369,56172.08433607253,54040.89414446003,55563.17285275468,1475410
993,VCB,20190621,54421.46382153369,54802.03349860735,54040.89414446003,54040.89414446003,1785930
994,VCB,20190620,53051.412984068505,54421.46382153369,52975.299048653775,54421.46382153369,1212390
995,VCB,20190619,53584.21053197164,53812.55233821583,52823.07117782431,53127.52691948324,1419470
996,VCB,20190618,52518.61543616538,53660.32446738637,51909.70395284752,53508.096596556905,1352120
997,VCB,20190617,52670.84330699485,53508.096596556905,52518.61543616538,52670.84330699485,1398540
998,VCB,20190614,51376.90640494439,52975.299048653775,51224.67853411493,52670.84330699485,2755770
999,VCB,20190613,50996.33672787073,51376.90640494439,50539.65311538234,51224.67853411493,580960
